;Unnamed: 0;statut_public_prive;nom_etablissement;type_etablissement;ecole_elementaire;section;adresse_1;code_postal;web;telephone;Latitude;Longitude;nombre_d_eleves;montessori;bilingue;religieux;nb_voie;rue;type;nb_voie_100;popup
341;341;Municipal;bullourde;crèche familiale;;creche;3 passage bullourde;75011;https://www.paris.fr/equipements/multi-accueil-collectif-et-familial-municipal-bullourde-2335;147006667;48.8547048;2.3766687;50;non;non;non;3;passage bullourde;passage;103;<a href=https://www.paris.fr/equipements/multi-accueil-collectif-et-familial-municipal-bullourde-2335>bullourde</a><br>Adresse: 3 passage bullourde<br>cp: 75011
342;342;Public;e.m.pu bullourde ;Ecole;0.0;maternelle;4 passage bullourde;75011;https://annuaire-education.fr/etablissement/Paris-11e--Arrondissement/E.M.PU-BULLOURDE-4-passage-Bullourde/0752265E.html;143554553;48.8545662;2.3767028;167.0;non;non;non;4;passage bullourde;passage;104;<a href=https://annuaire-education.fr/etablissement/Paris-11e--Arrondissement/E.M.PU-BULLOURDE-4-passage-Bullourde/0752265E.html>e.m.pu bullourde </a><br>Adresse: 4 passage bullourde<br>cp: 75011
343;343;Privé;les petites crèches dallery - paris;;;creche;19 passage charles dallery;75011;https://www.petitescreches.fr/nos-etablissements/les-petites-creches-dallery-75011;;48.8552653;2.3775725;;non;non;non;19;passage charles dallery;passage;119;<a href=https://www.petitescreches.fr/nos-etablissements/les-petites-creches-dallery-75011>les petites crèches dallery - paris</a><br>Adresse: 19 passage charles dallery<br>cp: 75011
344;344;Privé;crescendo popincourt;;;creche;6 passage de l’asile;75011;https://www.crescendo.asso.fr/popincourt-2;;48.8596828;2.3752138;;non;non;non;6;passage de l’asile;passage;106;<a href=https://www.crescendo.asso.fr/popincourt-2>crescendo popincourt</a><br>Adresse: 6 passage de l’asile<br>cp: 75011
345;345;Privé;chaperons les malicieux de bonne graine;micro-crèche;;creche;2 passage de la bonne graine;75011;https://www.lpcr.fr/fr/creches/paris/194;;48.851331;2.3769054;10;non;non;non;2;passage de la bonne graine;passage;102;<a href=https://www.lpcr.fr/fr/creches/paris/194>chaperons les malicieux de bonne graine</a><br>Adresse: 2 passage de la bonne graine<br>cp: 75011
346;346;Public;e.m.pu alphonse baudin z ;Ecole;0.0;maternelle;19 rue alphonse baudin;75011;https://annuaire-education.fr/etablissement/Paris-11e--Arrondissement/E.M.PU-ALPHONSE-BAUDIN-Z-19-rue-Alphonse-Baudin/0752329Z.html;143554842;48.861245;2.3700639;178.0;non;non;non;19;rue alphonse baudin;rue;119;<a href=https://annuaire-education.fr/etablissement/Paris-11e--Arrondissement/E.M.PU-ALPHONSE-BAUDIN-Z-19-rue-Alphonse-Baudin/0752329Z.html>e.m.pu alphonse baudin z </a><br>Adresse: 19 rue alphonse baudin<br>cp: 75011
347;347;Privé;e.p.pr sainte-marguerite (catholique);Ecole;1.0;maternelle;16 rue basfroi;75011;https://www.ecolestemarguerite.fr;143790096;48.8547169;2.380497;295.0;non;non;catholique;16;rue basfroi;rue;116;<a href=https://www.ecolestemarguerite.fr>e.p.pr sainte-marguerite (catholique)</a><br>Adresse: 16 rue basfroi<br>cp: 75011
348;348;Privé;baboune voltaire;micro-crèche;;creche;28 rue basfroi;75011;https://baboune.fr/portfolio-item/75011-baboune-voltaire;171978501;48.8536415;2.3803501;10;non;non;non;28;rue basfroi;rue;128;<a href=https://baboune.fr/portfolio-item/75011-baboune-voltaire>baboune voltaire</a><br>Adresse: 28 rue basfroi<br>cp: 75011
349;349;Privé;crescendo basfroi;;;creche;38 rue basfroi;75011;https://www.crescendo.asso.fr/basfroi;;48.8556519;2.3788939;;non;non;non;38;rue basfroi;rue;138;<a href=https://www.crescendo.asso.fr/basfroi>crescendo basfroi</a><br>Adresse: 38 rue basfroi<br>cp: 75011
350;350;Privé;e.m.pr douces maternelles bréguet (bilingue);Ecole;0.0;maternelle;41 rue bréguet;75011;http://www.doucesmaternelles.com;;48.8585045;2.376175;;non;oui;non;41;rue bréguet;rue;141;<a href=http://www.doucesmaternelles.com>e.m.pr douces maternelles bréguet (bilingue)</a><br>Adresse: 41 rue bréguet<br>cp: 75011
351;351;Privé;abc au fils des ours (bilingue);crèche multi-accueil;;creche;13 rue cesselin;75011;https://www.abcpuericulture.com/fr/creche-collective-paris/au-fil-des-ours/16;143736076;48.851598;2.38556;30;non;oui;non;13;rue cesselin;rue;113;<a href=https://www.abcpuericulture.com/fr/creche-collective-paris/au-fil-des-ours/16>abc au fils des ours (bilingue)</a><br>Adresse: 13 rue cesselin<br>cp: 75011
352;352;Municipal;chanzy;crèche collective;;creche;30 rue chanzy;75011;https://www.paris.fr/equipements/creche-collective-municipale-chanzy-3774;;48.8527128;2.3855355;;non;non;non;30;rue chanzy;rue;130;<a href=https://www.paris.fr/equipements/creche-collective-municipale-chanzy-3774>chanzy</a><br>Adresse: 30 rue chanzy<br>cp: 75011
353;353;Privé;chaperons les malicieux de charonne;micro-crèche;;creche;50 rue de charonne;75011;https://www.lpcr.fr/de/creches/paris/221;;48.8530124;2.3775921;10;non;non;non;50;rue de charonne;rue;150;<a href=https://www.lpcr.fr/de/creches/paris/221>chaperons les malicieux de charonne</a><br>Adresse: 50 rue de charonne<br>cp: 75011
354;354;Association;petit concept;crèche collective;;creche;18 rue de l'orillon;75011;https://www.paris.fr/equipements/creche-collective-petit-concept-associative-3522;143571292;48.8698621;2.3756096;;non;non;non;18;rue de l'orillon;rue;118;<a href=https://www.paris.fr/equipements/creche-collective-petit-concept-associative-3522>petit concept</a><br>Adresse: 18 rue de l'orillon<br>cp: 75011
355;355;Association;ozar hatorah;crèche collective;;creche;40 rue de l'orillon;75011;https://www.paris.fr/equipements/creche-collective-ozar-hatorah-associative-3521;155285030;48.8706058;2.3778662;60;non;non;juive;40;rue de l'orillon;rue;140;<a href=https://www.paris.fr/equipements/creche-collective-ozar-hatorah-associative-3521>ozar hatorah</a><br>Adresse: 40 rue de l'orillon<br>cp: 75011
356;356;Privé;les petites crèches de la république - paris 11;;;creche;110 rue de la folie méricourt;75011;https://www.petitescreches.fr/nos-etablissements/les-petites-creches-de-la-republique-75011;;48.8682576;2.3685228;;non;non;non;110;rue de la folie méricourt;rue;210;<a href=https://www.petitescreches.fr/nos-etablissements/les-petites-creches-de-la-republique-75011>les petites crèches de la république - paris 11</a><br>Adresse: 110 rue de la folie méricourt<br>cp: 75011
357;357;Privé;cabane de saint ambroise;micro-crèche;;creche;12 rue de la folie méricourt;75011;https://www.lespetitescabanes.eu/cabanedesaintambroise;;48.8619303;2.374285;10;non;non;non;12;rue de la folie méricourt;rue;112;<a href=https://www.lespetitescabanes.eu/cabanedesaintambroise>cabane de saint ambroise</a><br>Adresse: 12 rue de la folie méricourt<br>cp: 75011
358;358;Association;mosaïque, l'atelier des enfants;halte-garderie;;creche;21 rue de la folie méricourt;75011;http://www.mosaiquelatelierdesenfants.fr;143579337;48.8624976;2.3735104;15;non;non;non;21;rue de la folie méricourt;rue;121;<a href=http://www.mosaiquelatelierdesenfants.fr>mosaïque, l'atelier des enfants</a><br>Adresse: 21 rue de la folie méricourt<br>cp: 75011
359;359;Privé;people & baby brin de folie;micro-crèche;;creche;66 rue de la folie regnault;75011;https://www.people-and-baby.com/creche/brin-de-folie/992313;783904491;48.8608279;2.3861833;10;non;non;non;66;rue de la folie regnault;rue;166;<a href=https://www.people-and-baby.com/creche/brin-de-folie/992313>people & baby brin de folie</a><br>Adresse: 66 rue de la folie regnault<br>cp: 75011
360;360;Municipal;folie régnault;crèche collective;;creche;65 rue de la folie régnault;75011;https://www.paris.fr/equipements/creche-collective-municipale-de-la-folie-regnault-2179;148052467;48.8617432;2.3853341;72;non;non;non;65;rue de la folie régnault;rue;165;<a href=https://www.paris.fr/equipements/creche-collective-municipale-de-la-folie-regnault-2179>folie régnault</a><br>Adresse: 65 rue de la folie régnault<br>cp: 75011
361;361;Public;e.m.pu presentation ;Ecole;0.0;maternelle;4 rue de la présentation;75011;https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-presentation-4-bis-rue-de-la-presentation.html;183980413;48.8707858;2.3773877;99.0;non;non;non;4;rue de la présentation;rue;104;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-presentation-4-bis-rue-de-la-presentation.html>e.m.pu presentation </a><br>Adresse: 4 rue de la présentation<br>cp: 75011
362;362;Public;e.m.pu roquette ;Ecole;0.0;maternelle;144 rue de la roquette;75011;https://fr.mappy.com/poi/5a58b1110351d13be4cd6d31;143791341;48.8580829;2.3822951;117.0;non;non;non;144;rue de la roquette;rue;244;<a href=https://fr.mappy.com/poi/5a58b1110351d13be4cd6d31>e.m.pu roquette </a><br>Adresse: 144 rue de la roquette<br>cp: 75011
363;363;Association;les pitchouns - solidarité roquette;crèche multi-accueil;;creche;47 rue de la roquette;75011;www.solidariteroquette.fr;149238154;48.855703;2.3747134;25;non;non;non;47;rue de la roquette;rue;147;<a href=www.solidariteroquette.fr>les pitchouns - solidarité roquette</a><br>Adresse: 47 rue de la roquette<br>cp: 75011
364;364;Privé;liveli nation;;;creche;117 rue de montreuil;75011;https://www.liveli.fr/creches/nation;;48.8509867;2.3960162;;non;non;non;117;rue de montreuil;rue;217;<a href=https://www.liveli.fr/creches/nation>liveli nation</a><br>Adresse: 117 rue de montreuil<br>cp: 75011
365;365;Privé;baboune faidherbe - paris;;;creche;30 rue de montreuil;75011;https://baboune.fr/portfolio-item/baboune-faidherbe75011-paris;;48.8503721;2.3860942;;non;non;non;30;rue de montreuil;rue;130;<a href=https://baboune.fr/portfolio-item/baboune-faidherbe75011-paris>baboune faidherbe - paris</a><br>Adresse: 30 rue de montreuil<br>cp: 75011
366;366;Privé;crescendo vaucouleurs;crèche collective;;creche;21 rue de vaucouleurs;75011;https://www.crescendo.asso.fr/vaucouleurs;;48.8692884;2.377412;;non;non;non;21;rue de vaucouleurs;rue;121;<a href=https://www.crescendo.asso.fr/vaucouleurs>crescendo vaucouleurs</a><br>Adresse: 21 rue de vaucouleurs<br>cp: 75011
367;367;Privé;abc le lagon des ours (bilingue);crèche collective;;creche;13 rue des bluets;75011;https://www.abcpuericulture.com/fr/creche-collective-paris/le-lagondes-ours/19;148065293;48.8645962;2.3823622;64;non;oui;non;13;rue des bluets;rue;113;<a href=https://www.abcpuericulture.com/fr/creche-collective-paris/le-lagondes-ours/19>abc le lagon des ours (bilingue)</a><br>Adresse: 13 rue des bluets<br>cp: 75011
368;368;Privé;e.p.pr montessori le petit d'homme (montessori);Ecole;1.0;maternelle;6 rue des bluets;75011;http://www.lepetitdhomme.org;143554019;48.864308;2.3818693;;oui;non;non;6;rue des bluets;rue;106;<a href=http://www.lepetitdhomme.org>e.p.pr montessori le petit d'homme (montessori)</a><br>Adresse: 6 rue des bluets<br>cp: 75011
369;369;Public;e.m.pu trois bornes f ;Ecole;0.0;maternelle;39 rue des trois bornes;75011;https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-trois-bornes-f-39-rue-des-trois-bornes.html;143571748;48.8672798;2.3744215;110.0;non;non;non;39;rue des trois bornes;rue;139;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-trois-bornes-f-39-rue-des-trois-bornes.html>e.m.pu trois bornes f </a><br>Adresse: 39 rue des trois bornes<br>cp: 75011
370;370;Privé;les nouvelles crèches chemin vert - paris 11;;;creche;13 rue du chemin vert;75011;https://www.nouvellescreches.fr/micro-creche/creche-chemin-vert-paris-11;;48.857707;2.3704465;;non;non;non;13;rue du chemin vert;rue;113;<a href=https://www.nouvellescreches.fr/micro-creche/creche-chemin-vert-paris-11>les nouvelles crèches chemin vert - paris 11</a><br>Adresse: 13 rue du chemin vert<br>cp: 75011
371;371;Association;square band;crèche parentale;;creche;5 rue du général guilhem;75011;https://www.acepprif.org/project/square-bande;147005078;48.8612224;2.3801308;12;non;non;non;5;rue du général guilhem;rue;105;<a href=https://www.acepprif.org/project/square-bande>square band</a><br>Adresse: 5 rue du général guilhem<br>cp: 75011
372;372;Privé;chaperons bio crèche;crèche collective;;creche;17 rue du moulin joly;75011;https://www.lpcr.fr/en/creches/paris/265;;48.8690218;2.3789668;;non;non;non;17;rue du moulin joly;rue;117;<a href=https://www.lpcr.fr/en/creches/paris/265>chaperons bio crèche</a><br>Adresse: 17 rue du moulin joly<br>cp: 75011
373;373;Municipal;duranti;crèche collective;;creche;14 rue duranti;75011;https://www.paris.fr/equipements/creche-collective-municipale-duranti-2180;143675717;48.8606503;2.3841194;66;non;non;non;14;rue duranti;rue;114;<a href=https://www.paris.fr/equipements/creche-collective-municipale-duranti-2180>duranti</a><br>Adresse: 14 rue duranti<br>cp: 75011
374;374;Privé;baboune charonne;micro-crèche;;creche;22 rue emile lepeu;75011;https://baboune.fr/portfolio-item/75011-baboune-charonne;183817709;48.8558224;2.3881521;10;non;non;non;22;rue emile lepeu;rue;122;<a href=https://baboune.fr/portfolio-item/75011-baboune-charonne>baboune charonne</a><br>Adresse: 22 rue emile lepeu<br>cp: 75011
375;375;Public;e.m.pu emile lepeu ;Ecole;0.0;maternelle;44 rue emile lepeu;75011;https://fr.mappy.com/poi/521e2bb384ae4612aca22dd4;155254920;48.8566819;2.388218;110.0;non;non;non;44;rue emile lepeu;rue;144;<a href=https://fr.mappy.com/poi/521e2bb384ae4612aca22dd4>e.m.pu emile lepeu </a><br>Adresse: 44 rue emile lepeu<br>cp: 75011
376;376;Public;e.m.pu faidherbe ;Ecole;0.0;maternelle;18 rue faidherbe;75011;https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-faidherbe-18-rue-faidherbe.html;143717009;48.8516851;2.3839851;117.0;non;non;non;18;rue faidherbe;rue;118;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-faidherbe-18-rue-faidherbe.html>e.m.pu faidherbe </a><br>Adresse: 18 rue faidherbe<br>cp: 75011
377;377;Municipal;godefroy cavaignac;crèche collective;;creche;25 rue godefroy cavaignac;75011;https://www.paris.fr/equipements/creche-collective-municipale-godefroy-cavaignac-2202;153276330;48.8553514;2.3809804;66;non;non;non;25;rue godefroy cavaignac;rue;125;<a href=https://www.paris.fr/equipements/creche-collective-municipale-godefroy-cavaignac-2202>godefroy cavaignac</a><br>Adresse: 25 rue godefroy cavaignac<br>cp: 75011
378;378;Public;e.m.pu godefroy cavaignac v ;Ecole;0.0;maternelle;31 rue godefroy cavaignac;75011;https://www.paris.fr/pages/ecoles-maternelles-2487;143487250;48.855762;2.3807098;112.0;non;non;non;31;rue godefroy cavaignac;rue;131;<a href=https://www.paris.fr/pages/ecoles-maternelles-2487>e.m.pu godefroy cavaignac v </a><br>Adresse: 31 rue godefroy cavaignac<br>cp: 75011
379;379;Association;l'enfance en couleurs;crèche collective;;creche;6 rue guillaume bertrand;75011;http://www.enfance-en-couleurs.fr;147008746;48.8632247;2.3799534;20;non;non;non;6;rue guillaume bertrand;rue;106;<a href=http://www.enfance-en-couleurs.fr>l'enfance en couleurs</a><br>Adresse: 6 rue guillaume bertrand<br>cp: 75011
380;380;Privé;e.p.pr saint-paul (catholique);Ecole;1.0;maternelle;81 rue jean pierre timbaud;75011;http://ecolestpaul.fr;140215989;48.8679526;2.3775521;194.0;non;non;catholique;81;rue jean pierre timbaud;rue;181;<a href=http://ecolestpaul.fr>e.p.pr saint-paul (catholique)</a><br>Adresse: 81 rue jean pierre timbaud<br>cp: 75011
381;381;Municipal;jean pierre timbaud;crèche collective;;creche;81 rue jean pierre timbaud;75011;https://www.paris.fr/equipements/creche-collective-municipale-jean-pierre-timbaud-2188;147003893;48.8679526;2.3775521;80;non;non;non;81;rue jean pierre timbaud;rue;181;<a href=https://www.paris.fr/equipements/creche-collective-municipale-jean-pierre-timbaud-2188>jean pierre timbaud</a><br>Adresse: 81 rue jean pierre timbaud<br>cp: 75011
382;382;Privé;chaperons les malicieux de lacharrière;micro-crèche;;creche;9 rue lacharrière;75011;https://www.lpcr.fr/de/creches/paris-11e/192;;48.8621214;2.3782294;10;non;non;non;9;rue lacharrière;rue;109;<a href=https://www.lpcr.fr/de/creches/paris-11e/192>chaperons les malicieux de lacharrière</a><br>Adresse: 9 rue lacharrière<br>cp: 75011
383;383;Privé;people & baby pain d’épices (bilingue);micro-crèche;;creche;21 rue léon frot;75011;https://www.people-and-baby.com/creche/pain-d-epices/99377912;783422678;48.8543699;2.3875219;10;non;oui;non;21;rue léon frot;rue;121;<a href=https://www.people-and-baby.com/creche/pain-d-epices/99377912>people & baby pain d’épices (bilingue)</a><br>Adresse: 21 rue léon frot<br>cp: 75011
384;384;Privé;kangourou léon frot;crèche collective;;creche;25 rue léon frot;75011;https://www.lamaisonkangourou.com/la-maison-kangourou/creches/leon-frot;;48.8546093;2.3874271;;non;non;non;25;rue léon frot;rue;125;<a href=https://www.lamaisonkangourou.com/la-maison-kangourou/creches/leon-frot>kangourou léon frot</a><br>Adresse: 25 rue léon frot<br>cp: 75011
385;385;Public;e.m.pu merlin ;Ecole;0.0;maternelle;14 rue merlin;75011;https://fr.mappy.com/poi/5323a74ee4b04129c76ad456;143489460;48.8600127;2.3858612;123.0;non;non;non;14;rue merlin;rue;114;<a href=https://fr.mappy.com/poi/5323a74ee4b04129c76ad456>e.m.pu merlin </a><br>Adresse: 14 rue merlin<br>cp: 75011
386;386;Privé;chaperons moufle;;;creche;14 rue moufle;75011;https://www.lpcr.fr/fr/creches/paris/516;;48.8601131;2.3731386;;non;non;non;14;rue moufle;rue;114;<a href=https://www.lpcr.fr/fr/creches/paris/516>chaperons moufle</a><br>Adresse: 14 rue moufle<br>cp: 75011
387;387;Privé;e.p.pr ozar hatorah (juive);Ecole;1.0;maternelle;38 rue moulin joly;75011;https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/eppr-ozar-hatorah-38-rue-moulin-joly.html;143385081;48.8697085;2.3783241;179.0;non;non;juive;38;rue moulin joly;rue;138;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/eppr-ozar-hatorah-38-rue-moulin-joly.html>e.p.pr ozar hatorah (juive)</a><br>Adresse: 38 rue moulin joly<br>cp: 75011
388;388;Privé;les explorateurs menilmontant;;;creche;147 rue oberkampf;75011;https://www.lesbebesexplorateurs.com/creche-paris-75011-menilmontant;;48.8669678;2.3817024;;non;non;non;147;rue oberkampf;rue;247;<a href=https://www.lesbebesexplorateurs.com/creche-paris-75011-menilmontant>les explorateurs menilmontant</a><br>Adresse: 147 rue oberkampf<br>cp: 75011
389;389;Privé;les explorateurs de saint ambroise;;;creche;17 rue pasteur;75011;https://www.lesbebesexplorateurs.com/creche-paris-75011-saint-ambroise;;48.8624337;2.3759045;;non;non;non;17;rue pasteur;rue;117;<a href=https://www.lesbebesexplorateurs.com/creche-paris-75011-saint-ambroise>les explorateurs de saint ambroise</a><br>Adresse: 17 rue pasteur<br>cp: 75011
390;390;Association;bellan saint-ambroise;crèche collective;;creche;19 rue pasteur;75011;https://www.bellan.fr/page-template3?t=17;156980625;48.8624765;2.3759985;30;non;non;non;19;rue pasteur;rue;119;<a href=https://www.bellan.fr/page-template3?t=17>bellan saint-ambroise</a><br>Adresse: 19 rue pasteur<br>cp: 75011
391;391;Privé;doudou crèches pasteur;;;creche;6 rue pasteur;75011;https://www.doudoucreches.com/creche-boulogne-billancourt-issy;;48.8619216;2.3750175;;non;non;non;6;rue pasteur;rue;106;<a href=https://www.doudoucreches.com/creche-boulogne-billancourt-issy>doudou crèches pasteur</a><br>Adresse: 6 rue pasteur<br>cp: 75011
392;392;Privé;kotkot paris 11;;;creche;19 rue paul bert;75011;http://kotkot.fr;;48.8522288;2.384702;;non;non;non;19;rue paul bert;rue;119;<a href=http://kotkot.fr>kotkot paris 11</a><br>Adresse: 19 rue paul bert<br>cp: 75011
393;393;Municipal;pelée;crèche collective;;creche;19 rue pelée;75011;https://www.paris.fr/equipements/creche-collective-municipale-pelee-2190;143575550;48.8599858;2.3706564;66;non;non;non;19;rue pelée;rue;119;<a href=https://www.paris.fr/equipements/creche-collective-municipale-pelee-2190>pelée</a><br>Adresse: 19 rue pelée<br>cp: 75011
394;394;Privé;liveli gardette petion;;;creche;49 rue pétion;75011;https://www.liveli.fr/creches/gardette-petion;;48.8605701;2.3799404;;non;non;non;49;rue pétion;rue;149;<a href=https://www.liveli.fr/creches/gardette-petion>liveli gardette petion</a><br>Adresse: 49 rue pétion<br>cp: 75011
395;395;Municipal;popincourt;crèche collective;;creche;13 rue popincourt;75011;https://www.paris.fr/equipements/creche-collective-municipale-popincourt-2184;148070112;48.8575382;2.377212;88;non;non;non;13;rue popincourt;rue;113;<a href=https://www.paris.fr/equipements/creche-collective-municipale-popincourt-2184>popincourt</a><br>Adresse: 13 rue popincourt<br>cp: 75011
396;396;Public;e.m.pu popincourt ;Ecole;0.0;maternelle;9 rue popincourt;75011;https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-popincourt-9-rue-popincourt.html;148055090;48.8573853;2.3773291;125.0;non;non;non;9;rue popincourt;rue;109;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-11e-arrondissement/etab/empu-popincourt-9-rue-popincourt.html>e.m.pu popincourt </a><br>Adresse: 9 rue popincourt<br>cp: 75011
397;397;Association;la cour des noues;halte-garderie;;creche;6 rue richard lenoir;75011;https://www.paris.fr/equipements/halte-garderie-associative-la-cour-des-noues-1943;143795910;48.8545361;2.3824751;30;non;non;non;6;rue richard lenoir;rue;106;<a href=https://www.paris.fr/equipements/halte-garderie-associative-la-cour-des-noues-1943>la cour des noues</a><br>Adresse: 6 rue richard lenoir<br>cp: 75011
398;398;Association;mini coccinelles;halte-garderie;;creche;29 rue robert et sonia delaunay;75011;https://www.paris.fr/equipements/halte-garderie-associative-mini-coccinelles-1945;143717173;48.8552206;2.3944655;20;non;non;non;29;rue robert et sonia delaunay;rue;129;<a href=https://www.paris.fr/equipements/halte-garderie-associative-mini-coccinelles-1945>mini coccinelles</a><br>Adresse: 29 rue robert et sonia delaunay<br>cp: 75011
399;399;Municipal;robert houdin;crèche collective;;creche;16 rue robert houdin;75011;https://www.paris.fr/equipements/creche-collective-municipale-robert-houdin-2187;155288065;48.8707954;2.3756423;38;non;non;non;16;rue robert houdin;rue;116;<a href=https://www.paris.fr/equipements/creche-collective-municipale-robert-houdin-2187>robert houdin</a><br>Adresse: 16 rue robert houdin<br>cp: 75011
400;400;Municipal;saint bernard;crèche collective;;creche;38 rue saint bernard;75011;https://www.paris.fr/equipements/creche-collective-municipale-saint-bernard-1-creche-3773;;48.8530805;2.3808832;;non;non;non;38;rue saint bernard;rue;138;<a href=https://www.paris.fr/equipements/creche-collective-municipale-saint-bernard-1-creche-3773>saint bernard</a><br>Adresse: 38 rue saint bernard<br>cp: 75011
401;401;Public;e.m.pu st bernard n ;Ecole;0.0;maternelle;39 rue saint bernard;75011;https://annuaire-education.fr/etablissement/Paris-11e--Arrondissement/E.M.PU-ST-BERNARD-N-39-rue-Saint-Bernard/0751399N.html;143709683;48.8532105;2.3805752;135.0;non;non;non;39;rue saint bernard;rue;139;<a href=https://annuaire-education.fr/etablissement/Paris-11e--Arrondissement/E.M.PU-ST-BERNARD-N-39-rue-Saint-Bernard/0751399N.html>e.m.pu st bernard n </a><br>Adresse: 39 rue saint bernard<br>cp: 75011
402;402;Privé;maison bleue coquette (montessori);micro-crèche;;creche;5 rue saint hubert;75011;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75011/micro-creche-montessori-coquette;146545800;48.8638106;2.3794553;10;oui;non;non;5;rue saint hubert;rue;105;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75011/micro-creche-montessori-coquette>maison bleue coquette (montessori)</a><br>Adresse: 5 rue saint hubert<br>cp: 75011
403;403;Privé;e.p.pr yad mordekhai (juive);Ecole;1.0;maternelle;145 rue saint maur;75011;http://yadmordekhai.com;143147420;48.8678422;2.3753307;;non;non;juive;145;rue saint maur;rue;245;<a href=http://yadmordekhai.com>e.p.pr yad mordekhai (juive)</a><br>Adresse: 145 rue saint maur<br>cp: 75011
404;404;Association;ganone yad;crèche collective;;creche;145 rue saint maur;75011;https://www.paris.fr/equipements/creche-collective-ganone-yad-associative-3520;148054415;48.8678422;2.3753307;66;non;non;juive;145;rue saint maur;rue;245;<a href=https://www.paris.fr/equipements/creche-collective-ganone-yad-associative-3520>ganone yad</a><br>Adresse: 145 rue saint maur<br>cp: 75011
405;405;Privé;e.p.pr saint-joseph (catholique);Ecole;1.0;maternelle;154 rue saint maur;75011;http://ecolestjoseph.paris;148070455;48.8692192;2.3742669;225.0;non;non;catholique;154;rue saint maur;rue;254;<a href=http://ecolestjoseph.paris>e.p.pr saint-joseph (catholique)</a><br>Adresse: 154 rue saint maur<br>cp: 75011
406;406;Municipal;saint maur;crèche collective;;creche;56 rue saint maur;75011;https://www.paris.fr/equipements/creche-collective-municipale-saint-maur-56-2203;148045095;48.8629076;2.3795395;88;non;non;non;56;rue saint maur;rue;156;<a href=https://www.paris.fr/equipements/creche-collective-municipale-saint-maur-56-2203>saint maur</a><br>Adresse: 56 rue saint maur<br>cp: 75011
407;407;Municipal;saint sabin;crèche collective;;creche;62 rue saint sabin;75011;https://www.paris.fr/equipements/creche-collective-municipale-saint-sabin-3484;155288425;48.8595088;2.3678243;66;non;non;non;62;rue saint sabin;rue;162;<a href=https://www.paris.fr/equipements/creche-collective-municipale-saint-sabin-3484>saint sabin</a><br>Adresse: 62 rue saint sabin<br>cp: 75011
408;408;Privé;abc le passage des ours (bilingue);crèche multi-accueil;;creche;38 rue sedaine;75011;https://www.abcpuericulture.com/fr/creche-collective-paris/le-passage-des-ours/30;147000020;48.8567254;2.3743918;;non;oui;non;38;rue sedaine;rue;138;<a href=https://www.abcpuericulture.com/fr/creche-collective-paris/le-passage-des-ours/30>abc le passage des ours (bilingue)</a><br>Adresse: 38 rue sedaine<br>cp: 75011
409;409;Association;haut comme trois pommes;halte-garderie;;creche;42 rue sedaine;75011;https://www.paris.fr/equipements/halte-garderie-associative-haut-comme-3-pommes-1942;148072801;48.8570101;2.3749314;40;non;non;non;42;rue sedaine;rue;142;<a href=https://www.paris.fr/equipements/halte-garderie-associative-haut-comme-3-pommes-1942>haut comme trois pommes</a><br>Adresse: 42 rue sedaine<br>cp: 75011
410;410;Privé;baboune chemin vert;micro-crèche;;creche;40 rue servan;75011;https://baboune.fr/portfolio-item/baboune-cheminvert75011-paris;183819100;48.862066;2.3823849;Nombre de place libre : 2;non;non;non;40;rue servan;rue;140;<a href=https://baboune.fr/portfolio-item/baboune-cheminvert75011-paris>baboune chemin vert</a><br>Adresse: 40 rue servan<br>cp: 75011
411;411;Public;e.m.pu servan e ;Ecole;0.0;maternelle;54 rue servan;75011;https://fr.mappy.com/poi/5321d513e4b04129c76a6962;147008688;48.8630265;2.381802;175.0;non;non;non;54;rue servan;rue;154;<a href=https://fr.mappy.com/poi/5321d513e4b04129c76a6962>e.m.pu servan e </a><br>Adresse: 54 rue servan<br>cp: 75011
412;412;Municipal;servan;crèche collective;;creche;9 rue servan;75011;https://www.paris.fr/equipements/creche-collective-municipale-servan-2205;143795527;48.8594301;2.3837662;72;non;non;non;9;rue servan;rue;109;<a href=https://www.paris.fr/equipements/creche-collective-municipale-servan-2205>servan</a><br>Adresse: 9 rue servan<br>cp: 75011
413;413;Privé;chaperons villa marces;;;creche;19 villa marcès;75011;https://www.lpcr.fr/cn/creches/paris-11e/318;;48.8584453;2.3746403;;non;non;non;19;villa marcès;villa;119;<a href=https://www.lpcr.fr/cn/creches/paris-11e/318>chaperons villa marces</a><br>Adresse: 19 villa marcès<br>cp: 75011
